-1.339740455150604248e-01,5.603593587875366211e-01,-7.054738998413085938e-01,-2.560865879058837891e-01,1.988921165466308594e-01,-8.436894131591543555e-05
-7.915532588958740234e-02,6.001527309417724609e-01,-8.963912725448608398e-01,-2.560290694236755371e-01,7.197514772415161133e-01,-8.436894131591543555e-05
-1.877343207597732544e-01,6.730781793594360352e-01,-5.885999202728271484e-01,-2.599944174289703369e-01,-4.682859778404235840e-01,-8.436894131591543555e-05
-4.341932758688926697e-02,5.872270464897155762e-01,-8.537887930870056152e-01,-8.265222907066345215e-01,6.729266643524169922e-01,-8.436894131591543555e-05
-2.213515043258666992e-01,5.814918279647827148e-01,-7.182999253273010254e-01,-8.313600420951843262e-01,8.285029977560043335e-02,-8.436894131591543555e-05
-3.432109355926513672e-01,6.954915523529052734e-01,-6.774116754531860352e-01,-8.315747976303100586e-01,-4.076822400093078613e-01,-8.436894131591543555e-05
-2.125905640423297882e-02,5.712007284164428711e-01,-6.821056604385375977e-01,5.031284689903259277e-01,6.890641897916793823e-02,-8.436894131591543555e-05
-1.239705756306648254e-01,5.780231356620788574e-01,-8.348671197891235352e-01,5.031533837318420410e-01,5.881704092025756836e-01,-8.436894131591543555e-05
6.184435263276100159e-02,6.864276528358459473e-01,-6.112165451049804688e-01,4.965745210647583008e-01,-4.737507998943328857e-01,-8.436894131591543555e-05
-1.289176642894744873e-01,5.976983308792114258e-01,-6.162614226341247559e-01,-1.110026836395263672e-01,-1.687513142824172974e-01,-8.436894131591543555e-05
