-1.768871583044528961e-02,5.550728440284729004e-01,-7.192548513412475586e-01,-2.134361714124679565e-01,2.691906094551086426e-01,-8.436894131591543555e-05
3.871383890509605408e-02,6.528890728950500488e-01,-1.004931926727294922e+00,-2.100230604410171509e-01,9.569988250732421875e-01,-8.436894131591543555e-05
-7.806428521871566772e-02,7.355265021324157715e-01,-5.739696025848388672e-01,-2.123067826032638550e-01,-6.711760163307189941e-01,-8.436894131591543555e-05
9.277707338333129883e-02,5.696572065353393555e-01,-6.835150122642517090e-01,5.882874131202697754e-01,7.553321123123168945e-02,-8.436894131591543555e-05
-9.155372530221939087e-02,6.306827664375305176e-01,-9.431182146072387695e-01,5.883506536483764648e-01,8.837493658065795898e-01,-8.436894131591543555e-05
1.958567500114440918e-01,7.406979799270629883e-01,-6.093834638595581055e-01,5.378002524375915527e-01,-6.293597221374511719e-01,-8.436894131591543555e-05
-7.709979265928268433e-02,5.651453733444213867e-01,-7.434936165809631348e-01,-8.983336687088012695e-01,2.403652071952819824e-01,-8.436894131591543555e-05
9.095931053161621094e-02,5.982601642608642578e-01,-8.697632551193237305e-01,-8.980191946029663086e-01,7.581565976142883301e-01,-8.436894131591543555e-05
-2.654592096805572510e-01,7.127469182014465332e-01,-6.875742673873901367e-01,-9.037735462188720703e-01,-4.455255568027496338e-01,-8.436894131591543555e-05
-7.019879762083292007e-03,5.604916810989379883e-01,-7.749709486961364746e-01,-2.556551694869995117e-01,4.324598610401153564e-01,-8.436894131591543555e-05
