-3.819707930088043213e-01,9.129524827003479004e-01,-1.475419163703918457e+00,-2.188223600387573242e-02,5.794669985771179199e-01,-3.106311196461319923e-04
-3.784694969654083252e-01,1.034349799156188965e+00,-1.780161738395690918e+00,-2.182087674736976624e-02,1.113944292068481445e+00,-3.106311196461319923e-04
-3.883732557296752930e-01,9.004601240158081055e-01,-1.298474431037902832e+00,-6.768114864826202393e-02,6.474165618419647217e-02,-3.106311196461319923e-04
-3.639331161975860596e-01,9.146648049354553223e-01,-1.479089260101318359e+00,-5.395374894142150879e-01,5.976043939590454102e-01,-3.106311196461319923e-04
-3.208244144916534424e-01,9.706646800041198730e-01,-1.623204827308654785e+00,-5.395374894142150879e-01,9.108528494834899902e-01,-3.106311196461319923e-04
-4.628576040267944336e-01,9.332298040390014648e-01,-1.298420786857604980e+00,-5.395547151565551758e-01,-1.222160831093788147e-01,-3.106311196461319923e-04
-5.357197523117065430e-01,9.742158651351928711e-01,-1.434910535812377930e+00,-1.253239274024963379e+00,-1.341140270233154297e-01,-3.106311196461319923e-04
-4.267131984233856201e-01,9.060016274452209473e-01,-1.419060707092285156e+00,-1.253156900405883789e+00,3.080520927906036377e-01,-3.106311196461319923e-04
-3.769125044345855713e-01,9.024409055709838867e-01,-1.435317039489746094e+00,-1.253141522407531738e+00,4.938095211982727051e-01,-3.106311196461319923e-04
-3.865574002265930176e-01,9.058769941329956055e-01,-1.285638928413391113e+00,-3.791233524680137634e-02,6.538593210279941559e-03,-3.106311196461319923e-04
