3.157948851585388184e-01,8.838145136833190918e-01,-1.425211906433105469e+00,-1.393468081951141357e-01,5.877159833908081055e-01,-8.436894131591543555e-05
3.347126841545104980e-01,9.913792014122009277e-01,-1.695708394050598145e+00,-1.391838341951370239e-01,1.079548597335815430e+00,-8.436894131591543555e-05
2.882541716098785400e-01,9.077216386795043945e-01,-1.202272772789001465e+00,-1.404474526643753052e-01,-2.023109793663024902e-01,-8.436894131591543555e-05
2.883634567260742188e-01,9.276019930839538574e-01,-1.549009919166564941e+00,2.390517294406890869e-01,8.416377305984497070e-01,-8.436894131591543555e-05
2.785939276218414307e-01,9.661816358566284180e-01,-1.637702822685241699e+00,2.402482330799102783e-01,9.950549602508544922e-01,-8.436894131591543555e-05
3.031778931617736816e-01,8.669733405113220215e-01,-1.334350466728210449e+00,-2.785421609878540039e-01,3.506584167480468750e-01,-8.436894131591543555e-05
3.347107768058776855e-01,8.808692693710327148e-01,-1.406763911247253418e+00,-9.718918800354003906e-01,5.718411803245544434e-01,-8.436894131591543555e-05
3.389771580696105957e-01,8.789134621620178223e-01,-1.396630048751831055e+00,-1.279802083969116211e+00,5.718584656715393066e-01,-8.436894131591543555e-05
3.179213404655456543e-01,8.850148916244506836e-01,-1.430285573005676270e+00,-1.510319113731384277e-01,5.997481346130371094e-01,-8.436894131591543555e-05
2.530703842639923096e-01,8.907768726348876953e-01,-1.238200545310974121e+00,-4.062517881393432617e-01,-6.073605269193649292e-02,-8.436894131591543555e-05
