2.430669218301773071e-01,8.534244298934936523e-01,-1.355569243431091309e+00,1.102778762578964233e-01,5.264832973480224609e-01,-8.436894131591543555e-05
2.298497706651687622e-01,9.363744854927062988e-01,-1.583420991897583008e+00,1.102778762578964233e-01,9.726971983909606934e-01,-8.436894131591543555e-05
2.313779890537261963e-01,8.877338767051696777e-01,-1.154042482376098633e+00,-7.429452240467071533e-02,-2.286091595888137817e-01,-8.436894131591543555e-05
2.345648407936096191e-01,8.439310193061828613e-01,-1.300182938575744629e+00,-3.130452036857604980e-01,3.751829266548156738e-01,-8.436894131591543555e-05
1.852588653564453125e-01,8.952848911285400391e-01,-1.165965318679809570e+00,-3.134191334247589111e-01,-2.433852255344390869e-01,-8.436894131591543555e-05
2.986468970775604248e-01,9.820890426635742188e-01,-1.670677661895751953e+00,-3.128726482391357422e-01,1.128747224807739258e+00,-8.436894131591543555e-05
2.126557528972625732e-01,8.689694404602050781e-01,-1.403312444686889648e+00,6.109135746955871582e-01,6.631092429161071777e-01,-8.436894131591543555e-05
3.410173654556274414e-01,8.933117985725402832e-01,-1.193065047264099121e+00,5.502369999885559082e-01,-1.965144425630569458e-01,-8.436894131591543555e-05
2.023263126611709595e-01,8.839238286018371582e-01,-1.445715546607971191e+00,5.505475997924804688e-01,7.559150457382202148e-01,-8.436894131591543555e-05
2.192384451627731323e-01,8.501129746437072754e-01,-1.324561715126037598e+00,-1.082238793373107910e+00,3.795336782932281494e-01,-3.163835499435663223e-04
