4.434756036439353455e-01,7.146775282121155259e-02,3.084508121174166506e-01,1.411190694290402059e-01,8.770671232216457058e-01,-4.558815365398256603e-01,-5.486979359607513373e-02
5.118884992694715530e-01,-1.010419813738255498e-02,2.891436738082648894e-01,9.645125208387998750e-02,8.198698891722204785e-01,-5.246569993035250512e-01,-2.079556536427992208e-01
4.508158555572429615e-01,-6.288924401358271521e-02,3.033724100565002302e-01,-2.023143913027261945e-02,8.045207355062039545e-01,-5.687354814860899888e-01,-1.699324192438275705e-01
3.975862870500106450e-01,-1.492564551904234094e-01,2.773250577953961238e-01,-1.524444207807698626e-01,6.847023038468293965e-01,-6.798458808156763178e-01,-2.138995839584946490e-01
3.827731586178467205e-01,-5.117822533326588097e-02,3.157382546697399817e-01,-6.763724865623443883e-02,8.147371387554938060e-01,-5.717092334450062374e-01,-6.911692788636773777e-02
3.369311675803796091e-01,3.994533397030512745e-02,3.217616619157386282e-01,9.114312302485967979e-03,8.162388918272575067e-01,-5.731959234984240759e-01,7.153624301465751067e-02
3.144254404273990056e-01,1.071213292755884700e-01,3.019009316179468994e-01,9.372077500273388873e-02,8.643434480258205266e-01,-4.690988885657429441e-01,1.551549320328143300e-01
3.200711440855021350e-01,4.520591775776894305e-02,3.159163483864536048e-01,6.986250389267267781e-04,8.216574892886568948e-01,-5.612317922852050334e-01,9.948546399978333565e-02
4.521017546923242758e-01,-1.494827920114060460e-01,2.666569413709051761e-01,-1.610196566216023917e-01,8.324989313466132357e-01,-4.709247848699961714e-01,-2.434092161019297540e-01
3.109059610040819654e-01,-1.736150644507031835e-03,3.156163878689776103e-01,-4.782091322174108344e-02,9.478980415462792131e-01,-3.021095686220767740e-01,8.906330129941174290e-02
