2.507120430099573083e-01,5.185934528210437433e-01,-4.514294759978604299e-01,-1.999084774412812182e+00,1.955108902344935284e-01,2.396042452963618175e+00,8.328759701286067019e-01
3.933568116125385483e-01,5.384736122610069842e-01,-4.645036011984040036e-01,-2.031500876021408164e+00,-3.019861441758802667e-01,2.431150715552548025e+00,8.328738438655568510e-01
3.934904961780620880e-01,4.072154425671337119e-01,-5.810124752873775389e-01,-2.468326099369734461e+00,-3.000174689322176458e-01,3.215292040829539566e+00,8.328703143318083590e-01
-7.529482353067820100e-01,3.993954511647228589e-01,3.934601964464538582e-01,-2.470979472352776263e+00,-4.241931650243383478e-01,3.244994591591622068e+00,8.328779508964506695e-01
-1.413586060143305678e+00,7.134754873391808694e-01,9.548835385257570252e-01,-2.333122971692462855e+00,-4.803094604152168823e-01,2.913627059834366761e+00,8.328788101868621618e-01
-1.249901228287879640e+00,8.506147241989185925e-01,9.499907870019588252e-01,-1.916222672795492743e+00,-3.927148302204488406e-01,2.268050581821557721e+00,8.328795547171593538e-01
-8.973063156913396732e-01,9.264349015387429720e-01,7.573835654038643117e-01,-1.511114561438144932e+00,-3.711160123152537071e-01,1.830084824204363914e+00,8.328815951517749561e-01
-5.192800937180772625e-01,9.465998353805148424e-01,5.581836386952421236e-01,-1.312163825357456348e+00,-5.646708968995329814e-01,1.603256427235565162e+00,8.328737281013850469e-01
-4.697849187192741360e-01,6.378578063288303790e-01,4.629583463999323856e-01,-1.812006152869042763e+00,-7.268681496094109296e-01,2.045836443711032349e+00,8.328747913275053039e-01
1.061876892023292829e+00,1.473759430344350418e+00,-1.365457308171160733e+00,-1.728539651310965208e+00,8.930389608827649095e-01,1.859695532967003739e+00,8.328705306037078593e-01
