5.759885716801983468e-01,6.034005720908809656e-02,2.970667530989608007e-01,-1.899224161344665041e-01,9.478583300936060940e-01,-2.504944866622809685e-01,-5.240776730225635283e-02
6.488452570058710345e-01,1.163933386264411236e-02,2.593219780360303539e-01,-2.383737810645590594e-01,9.143859674833525464e-01,-2.609461844308171852e-01,-1.974419707192898166e-01
7.160464931840798686e-01,4.110900602172307822e-02,2.479739412951225408e-01,-1.729000579101093171e-01,9.140394341272563006e-01,-2.259840011543265414e-01,-2.890825384856152147e-01
6.730034862912461779e-01,1.503358199780553961e-01,3.040995448658764810e-01,-2.463047879493332828e-02,9.728052170610120841e-01,-1.622104611615002301e-01,-1.634965304310248835e-01
6.430651937078879499e-01,2.418823321499316559e-01,3.093350393377135577e-01,1.049669616940840100e-01,9.843944994156097472e-01,-1.019579452868918240e-01,-9.774448253420182919e-02
5.406638153050367102e-01,1.814085753364391984e-01,3.211635856239016262e-01,-8.811088743026478792e-03,9.942025967679395393e-01,-9.253507213814383958e-02,5.404462710979621859e-02
5.228039701049779220e-01,2.371910895978754930e-01,3.148552563292887907e-01,7.708861976996583820e-02,9.896947681097585381e-01,-7.995431219080256779e-02,9.038207034710289689e-02
4.493572005478850273e-01,1.659069096007118327e-01,2.972507730338985188e-01,-4.675012801453695688e-02,9.757099328333099786e-01,-7.771331099275710641e-02,1.994121204831472982e-01
4.348781289508821812e-01,1.468627643748114664e-01,2.885445016591437484e-01,-8.182026533299370519e-02,9.678891480959710414e-01,-8.770514851551027002e-02,2.209159299434204637e-01
5.651135509804814383e-01,2.632495688061604611e-01,3.140102442852171216e-01,1.192746719139952394e-01,9.606304271070020828e-01,-2.463179090063978838e-01,4.785627292992407356e-02
